id1 id2 length score length2 e_value identities gaps strand
SRR6743415.150991 150991 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.149897 149897 600 104 56 2e-21 76/85 3/85 Plus/Plus
SRR6743415.149185 149185 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.148899 148899 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.147423 147423 602 104 56 2e-21 76/85 3/85 Plus/Plus
SRR6743415.146690 146690 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.146048 146048 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.145098 145098 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.145095 145095 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.145090 145090 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.143873 143873 602 104 56 2e-21 72/79 4/79 Plus/Plus
SRR6743415.143028 143028 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.142776 142776 602 104 56 2e-21 76/85 3/85 Plus/Plus
SRR6743415.142258 142258 601 104 56 2e-21 74/82 4/82 Plus/Plus
SRR6743415.142256 142256 602 104 56 2e-21 74/82 4/82 Plus/Plus
SRR6743415.141685 141685 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.141678 141678 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.141343 141343 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.140128 140128 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.140060 140060 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.139889 139889 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.139104 139104 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.138627 138627 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.138484 138484 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.138414 138414 602 104 56 2e-21 76/85 3/85 Plus/Plus
SRR6743415.136721 136721 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.135992 135992 602 104 56 2e-21 76/85 3/85 Plus/Plus
SRR6743415.135981 135981 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.133294 133294 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.132201 132201 602 104 56 2e-21 74/82 4/82 Plus/Plus
SRR6743415.131303 131303 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.131302 131302 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.129343 129343 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.129277 129277 602 104 56 2e-21 61/63 2/63 Plus/Plus
SRR6743415.128978 128978 600 104 56 2e-21 76/85 3/85 Plus/Plus
SRR6743415.128939 128939 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.127151 127151 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.127150 127150 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.126517 126517 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.126380 126380 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.124959 124959 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.124043 124043 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.122034 122034 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.120963 120963 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.119391 119391 602 104 56 2e-21 72/79 4/79 Plus/Plus
SRR6743415.117254 117254 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.117251 117251 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.117250 117250 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.117195 117195 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.114914 114914 602 104 56 2e-21 62/65 0/65 Plus/Plus
SRR6743415.114813 114813 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.114429 114429 600 104 56 2e-21 58/59 0/59 Plus/Plus
SRR6743415.111493 111493 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.110719 110719 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.110651 110651 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.110255 110255 601 104 56 2e-21 71/77 5/77 Plus/Plus
SRR6743415.110099 110099 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.110098 110098 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.108928 108928 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.108371 108371 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.107770 107770 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.107607 107607 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.107373 107373 600 104 56 2e-21 58/59 0/59 Plus/Plus
SRR6743415.107024 107024 602 104 56 2e-21 61/63 2/63 Plus/Plus
SRR6743415.106140 106140 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.105970 105970 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.105939 105939 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.105151 105151 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.104783 104783 602 104 56 2e-21 74/82 4/82 Plus/Plus
SRR6743415.104291 104291 602 104 56 2e-21 72/79 4/79 Plus/Plus
SRR6743415.103597 103597 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.103508 103508 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.103035 103035 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.102554 102554 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.101981 101981 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.98855 98855 601 104 56 2e-21 62/65 0/65 Plus/Plus
SRR6743415.98568 98568 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.98526 98526 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.97482 97482 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.97054 97054 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.96390 96390 601 104 56 2e-21 76/85 3/85 Plus/Plus
SRR6743415.93025 93025 602 104 56 2e-21 74/82 4/82 Plus/Plus
SRR6743415.92528 92528 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.91247 91247 602 104 56 2e-21 61/63 2/63 Plus/Plus
SRR6743415.90692 90692 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.89623 89623 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.88551 88551 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.88302 88302 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.88290 88290 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.88181 88181 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.87153 87153 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.86718 86718 601 104 56 2e-21 63/66 2/66 Plus/Plus
SRR6743415.86502 86502 600 104 56 2e-21 58/59 0/59 Plus/Plus
SRR6743415.86278 86278 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.84948 84948 601 104 56 2e-21 76/85 3/85 Plus/Plus
SRR6743415.84719 84719 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.83909 83909 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.83714 83714 600 104 56 2e-21 58/59 0/59 Plus/Plus
SRR6743415.83116 83116 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.82949 82949 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.80487 80487 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.79241 79241 601 84.2 45 3e-15 55/60 0/60 Plus/Minus
SRR6743415.78735 78735 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.78005 78005 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.77947 77947 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.77849 77849 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.77539 77539 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.77282 77282 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.75739 75739 601 104 56 2e-21 67/72 1/72 Plus/Plus
SRR6743415.75168 75168 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.73633 73633 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.72672 72672 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.71712 71712 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.71706 71706 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.68421 68421 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.68316 68316 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.67714 67714 601 104 56 2e-21 74/82 4/82 Plus/Plus
SRR6743415.67651 67651 602 104 56 2e-21 71/78 2/78 Plus/Plus
SRR6743415.67279 67279 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.67095 67095 602 104 56 2e-21 72/79 4/79 Plus/Plus
SRR6743415.66943 66943 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.64974 64974 602 104 56 2e-21 76/85 3/85 Plus/Plus
SRR6743415.64200 64200 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.63243 63243 600 104 56 2e-21 58/59 0/59 Plus/Plus
SRR6743415.63206 63206 581 95.3 51 1e-18 59/63 0/63 Plus/Minus
SRR6743415.63171 63171 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.63065 63065 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.62300 62300 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.61271 61271 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.61209 61209 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.61207 61207 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.59049 59049 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.58886 58886 602 104 56 2e-21 72/79 4/79 Plus/Plus
SRR6743415.58817 58817 602 104 56 2e-21 72/79 4/79 Plus/Plus
SRR6743415.58196 58196 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.57784 57784 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.57737 57737 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.57021 57021 592 104 56 2e-21 61/63 2/63 Plus/Plus
SRR6743415.56861 56861 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.55131 55131 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.55125 55125 602 104 56 2e-21 74/82 4/82 Plus/Plus
SRR6743415.54974 54974 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.53943 53943 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.53550 53550 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.52323 52323 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.52054 52054 601 104 56 2e-21 58/59 0/59 Plus/Plus
SRR6743415.51779 51779 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.51358 51358 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.50874 50874 601 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.50722 50722 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.50567 50567 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.49765 49765 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.47373 47373 601 104 56 2e-21 74/82 4/82 Plus/Plus
SRR6743415.47367 47367 602 104 56 2e-21 74/82 4/82 Plus/Plus
SRR6743415.45962 45962 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.45792 45792 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.43340 43340 601 104 56 2e-21 63/66 2/66 Plus/Plus
SRR6743415.42472 42472 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR1107190.3013 GYQZXG408JHIER 422 104 56 3e-23 63/66 2/66 Plus/Plus
SRR1107190.2927 GYQZXG408J00JT 388 104 56 3e-23 61/63 2/63 Plus/Plus
SRR1107190.2708 GYQZXG408JONDK 395 104 56 3e-23 63/66 2/66 Plus/Plus
SRR1107190.2281 GYQZXG408JPZ2U 383 104 56 3e-23 61/63 2/63 Plus/Minus
SRR1107190.1795 GYQZXG408JL56M 368 104 56 3e-23 58/59 0/59 Plus/Plus
SRR1107190.1494 GYQZXG407IHYGS 390 104 56 3e-23 63/66 2/66 Plus/Plus
SRR1107190.1461 GYQZXG407IIX36 374 104 56 3e-23 61/63 2/63 Plus/Plus
SRR1107190.1447 GYQZXG407H62T1 380 104 56 3e-23 61/63 2/63 Plus/Plus
SRR1107190.3003 GYQZXG408JO3WJ 383 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.3002 GYQZXG408JH0RI 384 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.3001 GYQZXG408I378C 390 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.2997 GYQZXG408I9642 391 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2980 GYQZXG408JPRBT 384 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2968 GYQZXG408JWW6Q 383 102 55 1e-22 67/72 4/72 Plus/Plus
SRR1107190.2901 GYQZXG408JOUKM 387 102 55 1e-22 67/72 4/72 Plus/Minus
SRR1107190.2900 GYQZXG408I6HJR 379 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2894 GYQZXG408JBAMD 378 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2848 GYQZXG408JTMN7 379 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.2838 GYQZXG408JIQKY 380 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2806 GYQZXG408JCRY5 379 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.2787 GYQZXG408JW7SH 380 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2784 GYQZXG408I4LAB 380 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2774 GYQZXG408JX0ET 385 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2719 GYQZXG408JB06U 377 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2688 GYQZXG408I9CS4 379 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2682 GYQZXG408JWQ9K 380 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2670 GYQZXG408JOCJ2 376 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2664 GYQZXG408JI8TO 379 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2660 GYQZXG408JEYGJ 378 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.2647 GYQZXG408JHU84 380 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2630 GYQZXG408I8QDJ 382 102 55 1e-22 67/72 4/72 Plus/Plus
SRR1107190.2609 GYQZXG408JV5XQ 381 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2604 GYQZXG408I84UZ 384 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2497 GYQZXG408JQZKK 405 102 55 1e-22 60/62 2/62 Plus/Minus
SRR1107190.2488 GYQZXG408JEJ9I 378 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2486 GYQZXG408JHWLH 379 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2469 GYQZXG408JU5XN 385 102 55 1e-22 69/75 4/75 Plus/Minus
SRR1107190.2458 GYQZXG408I6SV1 379 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2399 GYQZXG408JSDSI 376 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.2365 GYQZXG408JRL2F 376 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2360 GYQZXG408JIYX0 377 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.2349 GYQZXG408I74E2 386 102 55 1e-22 67/72 4/72 Plus/Plus
SRR1107190.2330 GYQZXG408JH93S 382 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2329 GYQZXG408JJC03 370 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2292 GYQZXG408I683K 377 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.2283 GYQZXG408JQJG6 379 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2227 GYQZXG408JM0S4 380 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2226 GYQZXG408JCNBI 384 102 55 1e-22 69/75 4/75 Plus/Minus
SRR1107190.2223 GYQZXG408JZWV5 381 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2209 GYQZXG408JB8LV 379 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2199 GYQZXG408JS6KW 378 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2195 GYQZXG408JOBHQ 378 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2168 GYQZXG408JJALW 398 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2159 GYQZXG408JHRTT 384 102 55 1e-22 69/75 4/75 Plus/Minus
SRR1107190.2142 GYQZXG408JFCS9 382 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2072 GYQZXG408JI5J2 371 102 55 1e-22 67/72 3/72 Plus/Minus
SRR1107190.2071 GYQZXG408JCKD8 379 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2070 GYQZXG408JJLC7 386 102 55 1e-22 69/75 4/75 Plus/Minus
SRR1107190.2047 GYQZXG408JJAWZ 382 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.2044 GYQZXG408JQQZ4 392 102 55 1e-22 60/62 2/62 Plus/Minus
SRR1107190.2020 GYQZXG408JC8MO 380 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.2019 GYQZXG408JWZRT 378 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2018 GYQZXG408I7LX0 379 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.2008 GYQZXG408JPBWW 378 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1994 GYQZXG408JD4TO 380 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1984 GYQZXG408JR0PR 381 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1974 GYQZXG408I5VWS 387 102 55 1e-22 69/75 4/75 Plus/Minus
SRR1107190.1957 GYQZXG408JKT9C 377 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1940 GYQZXG408JG7NP 378 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1930 GYQZXG408JX9P8 377 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1911 GYQZXG408JVL9Z 386 102 55 1e-22 69/75 4/75 Plus/Minus
SRR1107190.1908 GYQZXG408JOR7S 379 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1883 GYQZXG408JKHPZ 376 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1863 GYQZXG408JNXYM 376 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1852 GYQZXG408JY7QP 379 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1830 GYQZXG408JU98H 377 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1826 GYQZXG408JC5AD 385 102 55 1e-22 69/75 4/75 Plus/Minus
SRR1107190.1803 GYQZXG408JJSWO 379 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1800 GYQZXG408JRWIY 379 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1775 GYQZXG408JQUAY 380 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1769 GYQZXG408JIO9L 380 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1723 GYQZXG408JZMIB 365 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1718 GYQZXG408JSL5D 380 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1698 GYQZXG408JDETO 378 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1657 GYQZXG408JB4O5 379 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1650 GYQZXG408JIU1N 369 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1643 GYQZXG408JMUIN 369 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1610 GYQZXG408JQ9RM 377 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1607 GYQZXG408JU9IB 384 102 55 1e-22 67/72 4/72 Plus/Plus
SRR1107190.1556 GYQZXG408JW26N 377 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1543 GYQZXG407IHQR1 407 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1526 GYQZXG407II0O1 379 102 55 1e-22 60/62 2/62 Plus/Plus
SRR1107190.1509 GYQZXG407H0FFU 382 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1506 GYQZXG407IHRV4 385 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1499 GYQZXG407IL59E 381 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1436 GYQZXG407IESYX 389 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1435 GYQZXG407H7BK2 385 102 55 1e-22 69/75 4/75 Plus/Minus
SRR1107190.1374 GYQZXG407HXUZF 378 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1372 GYQZXG407ITW45 381 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1315 GYQZXG407H37RF 388 102 55 1e-22 67/72 4/72 Plus/Plus
SRR1107190.1287 GYQZXG407IBPRX 382 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1252 GYQZXG407IHE8W 380 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1230 GYQZXG407IN3MI 386 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1224 GYQZXG407H5RD2 382 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1182 GYQZXG407IDXDF 384 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1172 GYQZXG407H4XC2 383 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1155 GYQZXG407H3CTU 385 102 55 1e-22 69/75 4/75 Plus/Minus
SRR1107190.1153 GYQZXG407IIBDI 379 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1123 GYQZXG407H5LAA 380 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1122 GYQZXG407ICBF0 378 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1109 GYQZXG407IABFF 386 102 55 1e-22 67/72 4/72 Plus/Plus
SRR1107190.1107 GYQZXG407HZ253 384 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1046 GYQZXG407IFOTX 377 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1028 GYQZXG407H1O3F 377 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.1017 GYQZXG407IF8AA 382 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1013 GYQZXG407IB0VN 379 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.1004 GYQZXG407IGJU0 365 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.995 GYQZXG407IJXPL 378 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.990 GYQZXG407H830R 384 102 55 1e-22 67/72 4/72 Plus/Plus
SRR1107190.987 GYQZXG407HYQET 381 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.973 GYQZXG407IRXX0 379 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.951 GYQZXG407H5LRA 380 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.950 GYQZXG407ITZV8 376 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.932 GYQZXG407HY8OH 382 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.929 GYQZXG407ID9IP 386 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.923 GYQZXG407IDNUM 380 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.872 GYQZXG407H0N2B 384 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.863 GYQZXG407IA2K4 377 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.861 GYQZXG407H792V 385 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.831 GYQZXG407HZDZD 378 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.811 GYQZXG407IAAQK 389 102 55 1e-22 67/72 4/72 Plus/Plus
SRR1107190.796 GYQZXG407INNY5 364 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.769 GYQZXG407IFG8U 377 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.755 GYQZXG407IPKL2 378 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.700 GYQZXG407IBO1T 378 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.691 GYQZXG407ILXX2 379 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.621 GYQZXG407IDAQE 376 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.605 GYQZXG407IF2JL 386 102 55 1e-22 67/72 4/72 Plus/Plus
SRR1107190.603 GYQZXG407IKAJP 380 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.597 GYQZXG407IDZNW 381 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.571 GYQZXG407IOM57 383 102 55 1e-22 67/72 4/72 Plus/Plus
SRR1107190.563 GYQZXG407H08A1 390 102 55 1e-22 67/72 4/72 Plus/Plus
SRR1107190.526 GYQZXG407H2WC1 386 102 55 1e-22 69/75 4/75 Plus/Minus
SRR1107190.520 GYQZXG407IBFX9 382 102 55 1e-22 67/72 4/72 Plus/Plus
SRR1107190.510 GYQZXG407IBI6M 378 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.482 GYQZXG407ID97P 375 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.453 GYQZXG407IG9V4 367 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.452 GYQZXG407IEUT8 380 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.450 GYQZXG407IBIIJ 366 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.437 GYQZXG407IG7SB 382 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.436 GYQZXG407IM2PX 379 102 55 1e-22 64/68 2/68 Plus/Minus
SRR1107190.419 GYQZXG407IK9CN 386 102 55 1e-22 69/75 4/75 Plus/Minus
SRR1107190.394 GYQZXG407IMV5F 379 102 55 1e-22 64/68 2/68 Plus/Plus
SRR1107190.390 GYQZXG407IL2S6 385 102 55 1e-22 67/72 4/72 Plus/Plus
